game,top_b_champ,jgl_b_champ,mid_b_champ,mid_b_dmgtaken,adc_b_champ,supp_b_champ,supp_b_vs,b_win,top_r_champ,jgl_r_champ,mid_r_champ,mid_r_dmgtaken,adc_r_champ,supp_r_champ,supp_r_vs,r_win
EUW1_6318725041,,,,,,,,,,,,,,,,
EUW1_6318026578,,,,,,,,,,,,,,,,
EUW1_6317962705,,,,,,,,,,,,,,,,
EUW1_6317917100,,,,,,,,,,,,,,,,
EUW1_6315425179,,,,,,,,,,,,,,,,
EUW1_6315397312,,,,,,,,,,,,,,,,
EUW1_6315372094,,,,,,,,,,,,,,,,
EUW1_6315332989,,,,,,,,,,,,,,,,
EUW1_6315302599,,,,,,,,,,,,,,,,
EUW1_6315269495,,,,,,,,,,,,,,,,
EUW1_6315231207,,,,,,,,,,,,,,,,
EUW1_6314877321,,,,,,,,,,,,,,,,
EUW1_6314836751,,,,,,,,,,,,,,,,
EUW1_6314059385,,,,,,,,,,,,,,,,
EUW1_6314026454,,,,,,,,,,,,,,,,
EUW1_6313996399,,,,,,,,,,,,,,,,
EUW1_6345643653,,,,,,,,,,,,,,,,
EUW1_6344209229,,,,,,,,,,,,,,,,
EUW1_6344184535,,,,,,,,,,,,,,,,
EUW1_6344153773,,,,,,,,,,,,,,,,
EUW1_6342556965,,,,,,,,,,,,,,,,
EUW1_6340548600,,,,,,,,,,,,,,,,
EUW1_6336451588,,,,,,,,,,,,,,,,
EUW1_6336281332,,,,,,,,,,,,,,,,
EUW1_6336062874,,,,,,,,,,,,,,,,
EUW1_6335240111,,,,,,,,,,,,,,,,
EUW1_6335211579,,,,,,,,,,,,,,,,
EUW1_6346071642,,,,,,,,,,,,,,,,
EUW1_6345908063,,,,,,,,,,,,,,,,
EUW1_6345851299,,,,,,,,,,,,,,,,
EUW1_6346288057,,,,,,,,,,,,,,,,
EUW1_6346083136,,,,,,,,,,,,,,,,
EUW1_6346023858,,,,,,,,,,,,,,,,
EUW1_6343593489,,,,,,,,,,,,,,,,
EUW1_6340958230,,,,,,,,,,,,,,,,
EUW1_6340201146,,,,,,,,,,,,,,,,
EUW1_6337959404,,,,,,,,,,,,,,,,
EUW1_6337174815,,,,,,,,,,,,,,,,
EUW1_6336851627,,,,,,,,,,,,,,,,
EUW1_6334610625,,,,,,,,,,,,,,,,
EUW1_6334154981,,,,,,,,,,,,,,,,
EUW1_6333325551,,,,,,,,,,,,,,,,
EUW1_6333096160,,,,,,,,,,,,,,,,
EUW1_6332696670,,,,,,,,,,,,,,,,
EUW1_6332152404,,,,,,,,,,,,,,,,
EUW1_6332095889,,,,,,,,,,,,,,,,
EUW1_6345752062,,,,,,,,,,,,,,,,
EUW1_6345739201,,,,,,,,,,,,,,,,
EUW1_6345733684,,,,,,,,,,,,,,,,
EUW1_6345699101,,,,,,,,,,,,,,,,
EUW1_6344327495,,,,,,,,,,,,,,,,
EUW1_6344311945,,,,,,,,,,,,,,,,
EUW1_6344294349,,,,,,,,,,,,,,,,
EUW1_6344284106,,,,,,,,,,,,,,,,
EUW1_6342684354,,,,,,,,,,,,,,,,
EUW1_6342664731,,,,,,,,,,,,,,,,
EUW1_6342640413,,,,,,,,,,,,,,,,
EUW1_6342619422,,,,,,,,,,,,,,,,
EUW1_6342596900,,,,,,,,,,,,,,,,
EUW1_6340940663,,,,,,,,,,,,,,,,
EUW1_6346388957,,,,,,,,,,,,,,,,
EUW1_6346297103,,,,,,,,,,,,,,,,
EUW1_6339067634,,,,,,,,,,,,,,,,
EUW1_6338717692,,,,,,,,,,,,,,,,
EUW1_6338561962,,,,,,,,,,,,,,,,
EUW1_6338526933,,,,,,,,,,,,,,,,
EUW1_6338480875,,,,,,,,,,,,,,,,
EUW1_6335915235,,,,,,,,,,,,,,,,
EUW1_6334322028,,,,,,,,,,,,,,,,
EUW1_6334284770,,,,,,,,,,,,,,,,
EUW1_6328003563,,,,,,,,,,,,,,,,
EUW1_6323784375,,,,,,,,,,,,,,,,
EUW1_6322793973,,,,,,,,,,,,,,,,
EUW1_6322535481,,,,,,,,,,,,,,,,
EUW1_6345960859,,,,,,,,,,,,,,,,
EUW1_6345643529,,,,,,,,,,,,,,,,
EUW1_6343333060,,,,,,,,,,,,,,,,
EUW1_6343050232,,,,,,,,,,,,,,,,
EUW1_6341672747,,,,,,,,,,,,,,,,
EUW1_6337929596,,,,,,,,,,,,,,,,
EUW1_6337841434,,,,,,,,,,,,,,,,
EUW1_6336281768,,,,,,,,,,,,,,,,
EUW1_6336174017,,,,,,,,,,,,,,,,
EUW1_6336124495,,,,,,,,,,,,,,,,
EUW1_6334270851,,,,,,,,,,,,,,,,
EUW1_6331899519,,,,,,,,,,,,,,,,
EUW1_6331767173,,,,,,,,,,,,,,,,
EUW1_6331611582,,,,,,,,,,,,,,,,
EUW1_6328715147,,,,,,,,,,,,,,,,
EUW1_6328629683,,,,,,,,,,,,,,,,
EUW1_6328504185,,,,,,,,,,,,,,,,
EUW1_6328313296,,,,,,,,,,,,,,,,
EUW1_6327140330,,,,,,,,,,,,,,,,
EUW1_6327032614,,,,,,,,,,,,,,,,
EUW1_6326518759,,,,,,,,,,,,,,,,
EUW1_6324177228,,,,,,,,,,,,,,,,
EUW1_6323050013,,,,,,,,,,,,,,,,
EUW1_6322999508,,,,,,,,,,,,,,,,
EUW1_6322929000,,,,,,,,,,,,,,,,
EUW1_6322756447,,,,,,,,,,,,,,,,
EUW1_6322631680,,,,,,,,,,,,,,,,
EUW1_6322559287,,,,,,,,,,,,,,,,
EUW1_6321942474,,,,,,,,,,,,,,,,
EUW1_6346014185,,,,,,,,,,,,,,,,
EUW1_6345988724,,,,,,,,,,,,,,,,
EUW1_6345876456,,,,,,,,,,,,,,,,
EUW1_6345825192,,,,,,,,,,,,,,,,
EUW1_6345803864,,,,,,,,,,,,,,,,
EUW1_6344829069,,,,,,,,,,,,,,,,
EUW1_6344087488,,,,,,,,,,,,,,,,
EUW1_6342983256,,,,,,,,,,,,,,,,
EUW1_6342939293,,,,,,,,,,,,,,,,
EUW1_6342806853,,,,,,,,,,,,,,,,
EUW1_6341727579,,,,,,,,,,,,,,,,
EUW1_6341607406,,,,,,,,,,,,,,,,
EUW1_6341489955,,,,,,,,,,,,,,,,
EUW1_6340076599,,,,,,,,,,,,,,,,
EUW1_6345811891,,,,,,,,,,,,,,,,
EUW1_6345792063,,,,,,,,,,,,,,,,
EUW1_6345021466,,,,,,,,,,,,,,,,
EUW1_6344673179,,,,,,,,,,,,,,,,
EUW1_6344524556,,,,,,,,,,,,,,,,
EUW1_6344453005,,,,,,,,,,,,,,,,
EUW1_6342031339,,,,,,,,,,,,,,,,
EUW1_6341906180,,,,,,,,,,,,,,,,
EUW1_6341208421,,,,,,,,,,,,,,,,
EUW1_6341170282,,,,,,,,,,,,,,,,
EUW1_6341143988,,,,,,,,,,,,,,,,
EUW1_6341116449,,,,,,,,,,,,,,,,
EUW1_6341107883,,,,,,,,,,,,,,,,
EUW1_6339721498,,,,,,,,,,,,,,,,
EUW1_6339697807,,,,,,,,,,,,,,,,
EUW1_6339677966,,,,,,,,,,,,,,,,
EUW1_6339669644,,,,,,,,,,,,,,,,
EUW1_6339646927,,,,,,,,,,,,,,,,
EUW1_6339610038,,,,,,,,,,,,,,,,
EUW1_6339044660,,,,,,,,,,,,,,,,
EUW1_6338975787,,,,,,,,,,,,,,,,
EUW1_6346517778,,,,,,,,,,,,,,,,
EUW1_6346321261,,,,,,,,,,,,,,,,
EUW1_6346171922,,,,,,,,,,,,,,,,
EUW1_6339495211,,,,,,,,,,,,,,,,
EUW1_6339464790,,,,,,,,,,,,,,,,
EUW1_6339258219,,,,,,,,,,,,,,,,
EUW1_6339189800,,,,,,,,,,,,,,,,
EUW1_6338765994,,,,,,,,,,,,,,,,
EUW1_6338638208,,,,,,,,,,,,,,,,
EUW1_6338549679,,,,,,,,,,,,,,,,
EUW1_6338485258,,,,,,,,,,,,,,,,
EUW1_6337378437,,,,,,,,,,,,,,,,
EUW1_6337335848,,,,,,,,,,,,,,,,
EUW1_6337286545,,,,,,,,,,,,,,,,
EUW1_6337248165,,,,,,,,,,,,,,,,
EUW1_6337201636,,,,,,,,,,,,,,,,
EUW1_6336702781,,,,,,,,,,,,,,,,
EUW1_6336684034,,,,,,,,,,,,,,,,
EUW1_6336626933,,,,,,,,,,,,,,,,
EUW1_6336600702,,,,,,,,,,,,,,,,
EUW1_6336571474,,,,,,,,,,,,,,,,
EUW1_6336519942,,,,,,,,,,,,,,,,
EUW1_6336427352,,,,,,,,,,,,,,,,
EUW1_6336318641,,,,,,,,,,,,,,,,
EUW1_6336303462,,,,,,,,,,,,,,,,
EUW1_6336225344,,,,,,,,,,,,,,,,
EUW1_6336138579,,,,,,,,,,,,,,,,
EUW1_6336085813,,,,,,,,,,,,,,,,
EUW1_6345972802,,,,,,,,,,,,,,,,
EUW1_6326363657,,,,,,,,,,,,,,,,
EUW1_6326299987,,,,,,,,,,,,,,,,
EUW1_6326265352,,,,,,,,,,,,,,,,
EUW1_6313918392,,,,,,,,,,,,,,,,
EUW1_6313902838,,,,,,,,,,,,,,,,
EUW1_6313865837,,,,,,,,,,,,,,,,
EUW1_6313854860,,,,,,,,,,,,,,,,
EUW1_6312576174,,,,,,,,,,,,,,,,
EUW1_6312516788,,,,,,,,,,,,,,,,
EUW1_6312471465,,,,,,,,,,,,,,,,
EUW1_6312424954,,,,,,,,,,,,,,,,
EUW1_6312375293,,,,,,,,,,,,,,,,
EUW1_6312340154,,,,,,,,,,,,,,,,
EUW1_6312300598,,,,,,,,,,,,,,,,
EUW1_6312283550,,,,,,,,,,,,,,,,
EUW1_6312251422,,,,,,,,,,,,,,,,
EUW1_6311174963,,,,,,,,,,,,,,,,
EUW1_6311111068,,,,,,,,,,,,,,,,
EUW1_6311057222,,,,,,,,,,,,,,,,
EUW1_6310993553,,,,,,,,,,,,,,,,
EUW1_6310938747,,,,,,,,,,,,,,,,
EUW1_6309492344,,,,,,,,,,,,,,,,
EUW1_6309452971,,,,,,,,,,,,,,,,
EUW1_6309356871,,,,,,,,,,,,,,,,
EUW1_6309317184,,,,,,,,,,,,,,,,
EUW1_6308187807,,,,,,,,,,,,,,,,
EUW1_6308147849,,,,,,,,,,,,,,,,
EUW1_6308112226,,,,,,,,,,,,,,,,
EUW1_6308090470,,,,,,,,,,,,,,,,
EUW1_6341056776,,,,,,,,,,,,,,,,
EUW1_6341030324,,,,,,,,,,,,,,,,
EUW1_6341017748,,,,,,,,,,,,,,,,
EUW1_6339757076,,,,,,,,,,,,,,,,
EUW1_6339731228,,,,,,,,,,,,,,,,
EUW1_6339600138,,,,,,,,,,,,,,,,
EUW1_6339549138,,,,,,,,,,,,,,,,
EUW1_6339535730,,,,,,,,,,,,,,,,
EUW1_6339326379,,,,,,,,,,,,,,,,
EUW1_6339248911,,,,,,,,,,,,,,,,
EUW1_6339132283,,,,,,,,,,,,,,,,
EUW1_6339092617,,,,,,,,,,,,,,,,
EUW1_6338942239,,,,,,,,,,,,,,,,
EUW1_6338902666,,,,,,,,,,,,,,,,
EUW1_6338838384,,,,,,,,,,,,,,,,
EUW1_6343310264,,,,,,,,,,,,,,,,
EUW1_6343093786,,,,,,,,,,,,,,,,
EUW1_6341002634,,,,,,,,,,,,,,,,
EUW1_6340959726,,,,,,,,,,,,,,,,
EUW1_6340883279,,,,,,,,,,,,,,,,
EUW1_6339522493,,,,,,,,,,,,,,,,
EUW1_6339486662,,,,,,,,,,,,,,,,
EUW1_6338169516,,,,,,,,,,,,,,,,
EUW1_6338150091,,,,,,,,,,,,,,,,
EUW1_6338120260,,,,,,,,,,,,,,,,
EUW1_6338122571,,,,,,,,,,,,,,,,
EUW1_6338091792,,,,,,,,,,,,,,,,
EUW1_6338042054,,,,,,,,,,,,,,,,
EUW1_6337991801,,,,,,,,,,,,,,,,
EUW1_6337930571,,,,,,,,,,,,,,,,
EUW1_6337840678,,,,,,,,,,,,,,,,
EUW1_6337777905,,,,,,,,,,,,,,,,
EUW1_6337633366,,,,,,,,,,,,,,,,
EUW1_6337272755,,,,,,,,,,,,,,,,
EUW1_6337215088,,,,,,,,,,,,,,,,
EUW1_6337142763,,,,,,,,,,,,,,,,
EUW1_6337096003,,,,,,,,,,,,,,,,
EUW1_6337046404,,,,,,,,,,,,,,,,
EUW1_6336681822,,,,,,,,,,,,,,,,
EUW1_6336667223,,,,,,,,,,,,,,,,
EUW1_6336655826,,,,,,,,,,,,,,,,
EUW1_6336624282,,,,,,,,,,,,,,,,
EUW1_6337113588,,,,,,,,,,,,,,,,
EUW1_6336746318,,,,,,,,,,,,,,,,
EUW1_6336731034,,,,,,,,,,,,,,,,
EUW1_6335416137,,,,,,,,,,,,,,,,
EUW1_6335358348,,,,,,,,,,,,,,,,
EUW1_6335344414,,,,,,,,,,,,,,,,
EUW1_6334578108,,,,,,,,,,,,,,,,
EUW1_6334290910,,,,,,,,,,,,,,,,
EUW1_6334049199,,,,,,,,,,,,,,,,
EUW1_6332910460,,,,,,,,,,,,,,,,
EUW1_6329538432,,,,,,,,,,,,,,,,
EUW1_6329483656,,,,,,,,,,,,,,,,
EUW1_6329432039,,,,,,,,,,,,,,,,
EUW1_6329378342,,,,,,,,,,,,,,,,
EUW1_6346408699,,,,,,,,,,,,,,,,
EUW1_6344984082,,,,,,,,,,,,,,,,
EUW1_6344929329,,,,,,,,,,,,,,,,
EUW1_6344887476,,,,,,,,,,,,,,,,
EUW1_6343822995,,,,,,,,,,,,,,,,
EUW1_6343534130,,,,,,,,,,,,,,,,
EUW1_6343076604,,,,,,,,,,,,,,,,
EUW1_6343042505,,,,,,,,,,,,,,,,
EUW1_6342895480,,,,,,,,,,,,,,,,
EUW1_6342768981,,,,,,,,,,,,,,,,
EUW1_6342743126,,,,,,,,,,,,,,,,
EUW1_6342731752,,,,,,,,,,,,,,,,
EUW1_6342379122,,,,,,,,,,,,,,,,
EUW1_6342342773,,,,,,,,,,,,,,,,
EUW1_6340795708,,,,,,,,,,,,,,,,
EUW1_6340750148,,,,,,,,,,,,,,,,
EUW1_6338431978,,,,,,,,,,,,,,,,
EUW1_6338031521,,,,,,,,,,,,,,,,
EUW1_6337995373,,,,,,,,,,,,,,,,
EUW1_6337951337,,,,,,,,,,,,,,,,
EUW1_6337917003,,,,,,,,,,,,,,,,
EUW1_6336969405,,,,,,,,,,,,,,,,
EUW1_6336532429,,,,,,,,,,,,,,,,
EUW1_6336506373,,,,,,,,,,,,,,,,
EUW1_6335085325,,,,,,,,,,,,,,,,
EUW1_6335041933,,,,,,,,,,,,,,,,
EUW1_6334159962,,,,,,,,,,,,,,,,
EUW1_6333994268,,,,,,,,,,,,,,,,
EUW1_6333080473,,,,,,,,,,,,,,,,
EUW1_6332958578,,,,,,,,,,,,,,,,
EUW1_6331283360,,,,,,,,,,,,,,,,
EUW1_6331206652,,,,,,,,,,,,,,,,
EUW1_6330805787,,,,,,,,,,,,,,,,
EUW1_6330066708,,,,,,,,,,,,,,,,
EUW1_6328936498,,,,,,,,,,,,,,,,
EUW1_6328902755,,,,,,,,,,,,,,,,
EUW1_6328875889,,,,,,,,,,,,,,,,
EUW1_6326348857,,,,,,,,,,,,,,,,
EUW1_6345652611,,,,,,,,,,,,,,,,
EUW1_6343070249,,,,,,,,,,,,,,,,
EUW1_6342798003,,,,,,,,,,,,,,,,
EUW1_6341354930,,,,,,,,,,,,,,,,
EUW1_6340872469,,,,,,,,,,,,,,,,
EUW1_6344033291,,,,,,,,,,,,,,,,
EUW1_6343861362,,,,,,,,,,,,,,,,
EUW1_6343728259,,,,,,,,,,,,,,,,
EUW1_6343539651,,,,,,,,,,,,,,,,
EUW1_6343452296,,,,,,,,,,,,,,,,
EUW1_6337902608,,,,,,,,,,,,,,,,
EUW1_6337818036,,,,,,,,,,,,,,,,
EUW1_6334267822,,,,,,,,,,,,,,,,
EUW1_6334200249,,,,,,,,,,,,,,,,
EUW1_6332448317,,,,,,,,,,,,,,,,
EUW1_6332354613,,,,,,,,,,,,,,,,
EUW1_6342299630,,,,,,,,,,,,,,,,
EUW1_6337031384,,,,,,,,,,,,,,,,
EUW1_6336959153,,,,,,,,,,,,,,,,
EUW1_6336948564,,,,,,,,,,,,,,,,
EUW1_6336448896,,,,,,,,,,,,,,,,
EUW1_6335514839,,,,,,,,,,,,,,,,
EUW1_6329793595,,,,,,,,,,,,,,,,
EUW1_6329721007,,,,,,,,,,,,,,,,
EUW1_6329665825,,,,,,,,,,,,,,,,
EUW1_6329603402,,,,,,,,,,,,,,,,
EUW1_6329565045,,,,,,,,,,,,,,,,
EUW1_6327911829,,,,,,,,,,,,,,,,
EUW1_6327796962,,,,,,,,,,,,,,,,
EUW1_6326088157,,,,,,,,,,,,,,,,
EUW1_6325677842,,,,,,,,,,,,,,,,
EUW1_6325625339,,,,,,,,,,,,,,,,
EUW1_6324754718,,,,,,,,,,,,,,,,
EUW1_6324085946,,,,,,,,,,,,,,,,
EUW1_6324013027,,,,,,,,,,,,,,,,
EUW1_6323973707,,,,,,,,,,,,,,,,
EUW1_6323119156,,,,,,,,,,,,,,,,
EUW1_6323065418,,,,,,,,,,,,,,,,
EUW1_6322715464,,,,,,,,,,,,,,,,
EUW1_6322647007,,,,,,,,,,,,,,,,
EUW1_6321275267,,,,,,,,,,,,,,,,
EUW1_6319861726,,,,,,,,,,,,,,,,
EUW1_6319771413,,,,,,,,,,,,,,,,
EUW1_6319702065,,,,,,,,,,,,,,,,
EUW1_6340735259,,,,,,,,,,,,,,,,
EUW1_6339502093,,,,,,,,,,,,,,,,
EUW1_6339215457,,,,,,,,,,,,,,,,
EUW1_6337396387,,,,,,,,,,,,,,,,
EUW1_6336353162,,,,,,,,,,,,,,,,
EUW1_6336153405,,,,,,,,,,,,,,,,
EUW1_6335267654,,,,,,,,,,,,,,,,
EUW1_6335204924,,,,,,,,,,,,,,,,
EUW1_6335074233,,,,,,,,,,,,,,,,
EUW1_6335011989,,,,,,,,,,,,,,,,
EUW1_6334952531,,,,,,,,,,,,,,,,
EUW1_6334809964,,,,,,,,,,,,,,,,
EUW1_6334627955,,,,,,,,,,,,,,,,
EUW1_6333820333,,,,,,,,,,,,,,,,
EUW1_6333804300,,,,,,,,,,,,,,,,
EUW1_6342612078,,,,,,,,,,,,,,,,
EUW1_6342597711,,,,,,,,,,,,,,,,
EUW1_6342230006,,,,,,,,,,,,,,,,
EUW1_6342186507,,,,,,,,,,,,,,,,
EUW1_6342010586,,,,,,,,,,,,,,,,
EUW1_6341881388,,,,,,,,,,,,,,,,
EUW1_6341706523,,,,,,,,,,,,,,,,
EUW1_6341052412,,,,,,,,,,,,,,,,
EUW1_6340950367,,,,,,,,,,,,,,,,
EUW1_6340926703,,,,,,,,,,,,,,,,
EUW1_6340894597,,,,,,,,,,,,,,,,
EUW1_6340843241,,,,,,,,,,,,,,,,
EUW1_6340255540,,,,,,,,,,,,,,,,
EUW1_6340042457,,,,,,,,,,,,,,,,
EUW1_6340003079,,,,,,,,,,,,,,,,
EUW1_6339182070,,,,,,,,,,,,,,,,
EUW1_6339117906,,,,,,,,,,,,,,,,
EUW1_6338984263,,,,,,,,,,,,,,,,
EUW1_6338767544,,,,,,,,,,,,,,,,
EUW1_6338624269,,,,,,,,,,,,,,,,
EUW1_6338580609,,,,,,,,,,,,,,,,
EUW1_6338523448,,,,,,,,,,,,,,,,
EUW1_6343099561,,,,,,,,,,,,,,,,
EUW1_6339895856,,,,,,,,,,,,,,,,
EUW1_6345413476,,,,,,,,,,,,,,,,
EUW1_6339532894,,,,,,,,,,,,,,,,
EUW1_6339497635,,,,,,,,,,,,,,,,
EUW1_6334098156,,,,,,,,,,,,,,,,
EUW1_6328863915,,,,,,,,,,,,,,,,
EUW1_6328796486,,,,,,,,,,,,,,,,
EUW1_6328732779,,,,,,,,,,,,,,,,
EUW1_6323539776,,,,,,,,,,,,,,,,
EUW1_6321664142,,,,,,,,,,,,,,,,
EUW1_6321654458,,,,,,,,,,,,,,,,
EUW1_6321522016,,,,,,,,,,,,,,,,
EUW1_6321480046,,,,,,,,,,,,,,,,
EUW1_6319031913,,,,,,,,,,,,,,,,
EUW1_6318833686,,,,,,,,,,,,,,,,
EUW1_6318812642,,,,,,,,,,,,,,,,
EUW1_6318788686,,,,,,,,,,,,,,,,
EUW1_6317424038,,,,,,,,,,,,,,,,
EUW1_6315235185,,,,,,,,,,,,,,,,
EUW1_6315178772,,,,,,,,,,,,,,,,
EUW1_6313723964,,,,,,,,,,,,,,,,
EUW1_6313690293,,,,,,,,,,,,,,,,
EUW1_6313663302,,,,,,,,,,,,,,,,
EUW1_6312021745,,,,,,,,,,,,,,,,
EUW1_6311973915,,,,,,,,,,,,,,,,
EUW1_6311895618,,,,,,,,,,,,,,,,
EUW1_6329448386,,,,,,,,,,,,,,,,
EUW1_6328768989,,,,,,,,,,,,,,,,
EUW1_6328676461,,,,,,,,,,,,,,,,
EUW1_6328465731,,,,,,,,,,,,,,,,
EUW1_6327253878,,,,,,,,,,,,,,,,
EUW1_6324391274,,,,,,,,,,,,,,,,
EUW1_6323710600,,,,,,,,,,,,,,,,
EUW1_6323575351,,,,,,,,,,,,,,,,
EUW1_6321505217,,,,,,,,,,,,,,,,
EUW1_6317748590,,,,,,,,,,,,,,,,
EUW1_6317454276,,,,,,,,,,,,,,,,
EUW1_6317403438,,,,,,,,,,,,,,,,
EUW1_6317351297,,,,,,,,,,,,,,,,
EUW1_6316025537,,,,,,,,,,,,,,,,
EUW1_6315946639,,,,,,,,,,,,,,,,
EUW1_6315683961,,,,,,,,,,,,,,,,
EUW1_6315634877,,,,,,,,,,,,,,,,
EUW1_6314898146,,,,,,,,,,,,,,,,
EUW1_6314858708,,,,,,,,,,,,,,,,
EUW1_6313917430,,,,,,,,,,,,,,,,
EUW1_6313649853,,,,,,,,,,,,,,,,
EUW1_6313615208,,,,,,,,,,,,,,,,
EUW1_6313252455,,,,,,,,,,,,,,,,
EUW1_6309572262,,,,,,,,,,,,,,,,
EUW1_6309531482,,,,,,,,,,,,,,,,
EUW1_6309489246,,,,,,,,,,,,,,,,
EUW1_6309193547,,,,,,,,,,,,,,,,
EUW1_6309103557,,,,,,,,,,,,,,,,
EUW1_6309062353,,,,,,,,,,,,,,,,
EUW1_6309038567,,,,,,,,,,,,,,,,
EUW1_6308211626,,,,,,,,,,,,,,,,
EUW1_6346114181,,,,,,,,,,,,,,,,
EUW1_6338314642,,,,,,,,,,,,,,,,
EUW1_6338272867,,,,,,,,,,,,,,,,
EUW1_6338255945,,,,,,,,,,,,,,,,
EUW1_6338239254,,,,,,,,,,,,,,,,
EUW1_6337507230,,,,,,,,,,,,,,,,
EUW1_6337476115,,,,,,,,,,,,,,,,
EUW1_6336898003,,,,,,,,,,,,,,,,
EUW1_6336873627,,,,,,,,,,,,,,,,
EUW1_6336629405,,,,,,,,,,,,,,,,
EUW1_6335523269,,,,,,,,,,,,,,,,
EUW1_6335488239,,,,,,,,,,,,,,,,
EUW1_6334980204,,,,,,,,,,,,,,,,
EUW1_6334941157,,,,,,,,,,,,,,,,
EUW1_6334487316,,,,,,,,,,,,,,,,
EUW1_6334456595,,,,,,,,,,,,,,,,
EUW1_6333711184,,,,,,,,,,,,,,,,
EUW1_6333666453,,,,,,,,,,,,,,,,
EUW1_6332954418,,,,,,,,,,,,,,,,
EUW1_6331589361,,,,,,,,,,,,,,,,
EUW1_6331556999,,,,,,,,,,,,,,,,
EUW1_6331521900,,,,,,,,,,,,,,,,
EUW1_6331462295,,,,,,,,,,,,,,,,
EUW1_6331431633,,,,,,,,,,,,,,,,
EUW1_6329173773,,,,,,,,,,,,,,,,
EUW1_6327715485,,,,,,,,,,,,,,,,
EUW1_6327679533,,,,,,,,,,,,,,,,
EUW1_6327634937,,,,,,,,,,,,,,,,
EUW1_6338597056,,,,,,,,,,,,,,,,
EUW1_6338557744,,,,,,,,,,,,,,,,
EUW1_6337171971,,,,,,,,,,,,,,,,
EUW1_6336711324,,,,,,,,,,,,,,,,
EUW1_6335027939,,,,,,,,,,,,,,,,
EUW1_6334834584,,,,,,,,,,,,,,,,
EUW1_6329574105,,,,,,,,,,,,,,,,
EUW1_6329524157,,,,,,,,,,,,,,,,
EUW1_6329497605,,,,,,,,,,,,,,,,
EUW1_6329447238,,,,,,,,,,,,,,,,
EUW1_6328840451,,,,,,,,,,,,,,,,
EUW1_6328044755,,,,,,,,,,,,,,,,
EUW1_6323503854,,,,,,,,,,,,,,,,
EUW1_6323467626,,,,,,,,,,,,,,,,
EUW1_6323094152,,,,,,,,,,,,,,,,
EUW1_6323045503,,,,,,,,,,,,,,,,
EUW1_6323011309,,,,,,,,,,,,,,,,
EUW1_6322979152,,,,,,,,,,,,,,,,
EUW1_6322907474,,,,,,,,,,,,,,,,
EUW1_6321990946,,,,,,,,,,,,,,,,
EUW1_6320802447,,,,,,,,,,,,,,,,
EUW1_6320772597,,,,,,,,,,,,,,,,
EUW1_6320734693,,,,,,,,,,,,,,,,
EUW1_6320697596,,,,,,,,,,,,,,,,
EUW1_6320634345,,,,,,,,,,,,,,,,
EUW1_6320184456,,,,,,,,,,,,,,,,
EUW1_6320160410,,,,,,,,,,,,,,,,
EUW1_6319980048,,,,,,,,,,,,,,,,
EUW1_6318078985,,,,,,,,,,,,,,,,
EUW1_6317855243,,,,,,,,,,,,,,,,
EUW1_6317819985,,,,,,,,,,,,,,,,
EUW1_6345668274,,,,,,,,,,,,,,,,
EUW1_6344580605,,,,,,,,,,,,,,,,
EUW1_6341526835,,,,,,,,,,,,,,,,
EUW1_6341435393,,,,,,,,,,,,,,,,
EUW1_6338147759,,,,,,,,,,,,,,,,
EUW1_6335705590,,,,,,,,,,,,,,,,
EUW1_6331821114,,,,,,,,,,,,,,,,
EUW1_6331757273,,,,,,,,,,,,,,,,
EUW1_6331606948,,,,,,,,,,,,,,,,
EUW1_6330495981,,,,,,,,,,,,,,,,
EUW1_6330466201,,,,,,,,,,,,,,,,
EUW1_6330444620,,,,,,,,,,,,,,,,
EUW1_6329333266,,,,,,,,,,,,,,,,
EUW1_6329243111,,,,,,,,,,,,,,,,
EUW1_6345457128,,,,,,,,,,,,,,,,
EUW1_6343599582,,,,,,,,,,,,,,,,
EUW1_6343473437,,,,,,,,,,,,,,,,
EUW1_6343256219,,,,,,,,,,,,,,,,
EUW1_6343144454,,,,,,,,,,,,,,,,
EUW1_6343120844,,,,,,,,,,,,,,,,
EUW1_6342413047,,,,,,,,,,,,,,,,
EUW1_6341734451,,,,,,,,,,,,,,,,
EUW1_6341635271,,,,,,,,,,,,,,,,
EUW1_6341540715,,,,,,,,,,,,,,,,
EUW1_6340230904,,,,,,,,,,,,,,,,
EUW1_6340132777,,,,,,,,,,,,,,,,
EUW1_6339305826,,,,,,,,,,,,,,,,
EUW1_6337939414,,,,,,,,,,,,,,,,
EUW1_6337897067,,,,,,,,,,,,,,,,
EUW1_6336294070,,,,,,,,,,,,,,,,
EUW1_6331095570,,,,,,,,,,,,,,,,
EUW1_6330867379,,,,,,,,,,,,,,,,
EUW1_6323114746,,,,,,,,,,,,,,,,
EUW1_6323041153,,,,,,,,,,,,,,,,
EUW1_6323007849,,,,,,,,,,,,,,,,
EUW1_6322955180,,,,,,,,,,,,,,,,
EUW1_6322893823,,,,,,,,,,,,,,,,
EUW1_6322848062,,,,,,,,,,,,,,,,
EUW1_6322785540,,,,,,,,,,,,,,,,
EUW1_6322702860,,,,,,,,,,,,,,,,
EUW1_6321483095,,,,,,,,,,,,,,,,
EUW1_6321439822,,,,,,,,,,,,,,,,
EUW1_6321203968,,,,,,,,,,,,,,,,
EUW1_6319608779,,,,,,,,,,,,,,,,
EUW1_6318645491,,,,,,,,,,,,,,,,
